id,created_at,room_id,routine_start_time,routine_end_time,employee_id,teacher_initial,course_code,batch,section,entry_type,remarks,photo_url,booked_class_id,start_time,end_time,date_taken,routine_row_id,delay_reason,user_id,extra_slot,row_id
1889,2024-10-30 08:46:15.763514+00,KT-815,13:30:00,14:45:00,710003403,AEE,PHY103,,66_D2,late,CLASS ENDED BY SYSTEM,,,2024-10-30 14:46:00,2024-10-30 15:20:00,2024-10-30,,according to routine my class start at 2.45-5.15pm,5abb5b21-7def-4020-87eb-7676682f97d5,false,
1890,2024-10-30 09:02:23.414662+00,KT-616,14:45:00,16:00:00,710003346,SCS,SE122,,G1,late,,,,2024-10-30 15:02:00,2024-10-30 15:34:00,2024-10-30,,forgot to scan,7eb2d08a-a442-4ac1-b433-7730713e0e00,false,
1891,2024-10-30 09:00:45.465608+00,KT-916,14:45:00,16:00:00,710003063,MMRN,CSE316,,63_C,late,,,,2024-10-30 15:00:00,2024-10-30 15:41:00,2024-10-30,,internet issue during scanning time. but no late.,689859eb-014c-43a6-8013-529fdb901b39,false,
1892,2024-10-30 08:45:48.508029+00,KT-G1-027,14:45:00,16:00:00,710003565,TAS,CSE311,,62_H,on_time,,,,2024-10-30 14:45:00,2024-10-30 15:42:00,2024-10-30,,On Time,28602855-eb9f-4b4d-9d46-8a7cb71235ad,false,
1893,2024-10-30 08:48:10.629208+00,KT-514,14:45:00,16:00:00,710001450,HH,CSE123,,66_G,on_time,,,,2024-10-30 14:48:00,2024-10-30 15:52:00,2024-10-30,,On Time,f2aff4a9-72a6-49ac-82b2-773ee3943ff8,false,
1894,2024-10-30 08:46:06.021889+00,KT-813-B,14:45:00,16:00:00,710002090,AHN,CSE212,,65_K,on_time,,,,2024-10-30 14:46:00,2024-10-30 15:54:00,2024-10-30,,On Time,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
1895,2024-10-30 08:51:08.29909+00,KT-517--A,14:45:00,16:00:00,710003369,AUA,CSE115,,67_N,on_time,,,,2024-10-30 14:51:00,2024-10-30 15:56:00,2024-10-30,,On Time,363c3ecb-75e9-4376-bb2c-c5a5e10548cd,false,
1896,2024-10-30 08:48:05.555128+00,KT-814--B,14:45:00,16:00:00,723500161,SR,SE222,,41_K,on_time,,,,2024-10-30 14:48:00,2024-10-30 15:56:00,2024-10-30,,On Time,9f9ca2e4-2101-4818-b97b-24c853476bb2,false,
1897,2024-10-30 08:46:30.291013+00,KT-921,14:45:00,16:00:00,721100153,SAS,GE235,,41_I,on_time,,,,2024-10-30 14:46:00,2024-10-30 15:59:00,2024-10-30,,On Time,64b96742-501c-4aad-910a-6f437f810b04,false,
1898,2024-10-30 08:51:03.374239+00,KT-G1-014,14:45:00,16:00:00,710003441,MIR,CSE312,,62_G1,on_time,,,,2024-10-30 14:51:00,2024-10-30 15:59:00,2024-10-30,,On Time,bdedd624-0b4d-4bf9-8105-f4ccf8e634b6,false,
1899,2024-10-30 08:50:34.60124+00,KT-224,14:45:00,16:00:00,710002793,MUM,CSE325,,61_G,on_time,,,,2024-10-30 14:50:00,2024-10-30 16:01:00,2024-10-30,,On Time,3e85d3e9-062c-48e6-8d5d-0a5c974dca45,false,
1900,2024-10-30 08:46:17.791568+00,KT-217,14:45:00,16:00:00,721500419,MHD,CSE414,,59_C,on_time,,,,2024-10-30 14:46:00,2024-10-30 16:02:00,2024-10-30,,On Time,530f9fb3-d373-48fd-be15-139673c42978,false,
1901,2024-10-30 08:49:03.405779+00,KT-G1-016,14:45:00,16:00:00,710002632,STA,CSE314,,61_U1,on_time,,,,2024-10-30 14:49:00,2024-10-30 16:06:00,2024-10-30,,On Time,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
1902,2024-10-30 08:48:21.283132+00,KT-213,14:45:00,16:00:00,710003575,TAK,CSE313,,61_J,on_time,,,,2024-10-30 14:48:00,2024-10-30 16:17:00,2024-10-30,,On Time,ce2eacc4-4203-41c0-a406-114faf238e8a,false,
1903,2024-10-30 08:44:29.307302+00,KT-515,14:45:00,16:00:00,710003444,CSA,CSE313,,63_L,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:46:00,2024-10-30 16:20:00,2024-10-30,,On Time,e55fec2d-629f-4733-b1f3-cd8f5f9a5e47,false,
1904,2024-10-30 08:45:24.235101+00,KT-302,14:45:00,16:00:00,710002103,LR,CSE225,,64_N,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:45:00,2024-10-30 16:20:00,2024-10-30,,On Time,086436a3-00cc-4912-bdb9-6643da4fa32c,false,
1905,2024-10-30 08:49:25.463873+00,KT-G1-007,14:45:00,16:00:00,710003053,ZMK,CSE314,,61_H1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:49:00,2024-10-30 16:20:00,2024-10-30,,On Time,6cd1450e-297f-4d57-a547-b21f45781bef,false,
1906,2024-10-30 08:53:46.096154+00,KT-804,14:45:00,16:00:00,710003376,MJZ,CSE228,,64_O,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:53:00,2024-10-30 16:20:00,2024-10-30,,On Time,c3ea1090-9a17-4e40-94cb-b964ce193d88,false,
1907,2024-10-30 08:53:54.847453+00,KT-710,14:45:00,16:00:00,723500152,IAT,SE132,,41_E1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:53:00,2024-10-30 16:20:00,2024-10-30,,On Time,3b745e95-4a9c-4f69-b51e-69b7adbc8c9c,false,
1908,2024-10-30 08:54:51.404723+00,KT-208,14:45:00,16:00:00,710003219,HJ,CSE221,,64_B,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 14:54:00,2024-10-30 16:20:00,2024-10-30,,On Time,7246e165-676e-4b47-b788-1cae5713a110,false,
1909,2024-10-30 08:58:08.857703+00,KT-G1-022,14:45:00,16:00:00,710003558,MIZ,CSE314,,63_A2,late,CLASS ENDED BY SYSTEM,,,2024-10-30 14:58:00,2024-10-30 16:20:00,2024-10-30,,,cf70c0ef-d6a6-4036-8646-159e48b7c8f5,false,
1910,2024-10-30 10:00:36.593762+00,KT-304,16:00:00,17:15:00,710002090,AHN,CSE228,,64_H,on_time,,,,2024-10-30 16:00:00,2024-10-30 17:00:00,2024-10-30,,On Time,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
1911,2024-10-30 10:08:31.648511+00,KT-302,16:00:00,17:15:00,710001985,FH,CSE316,,62_C,on_time,,,,2024-10-30 16:08:00,2024-10-30 17:01:00,2024-10-30,,On Time,c491c5ac-700f-4cfc-ad38-bd4aa0e71f3d,false,
1912,2024-10-30 10:05:55.18158+00,KT-216,16:00:00,17:15:00,710003553,SHR,CSE311,,61_O,on_time,,,,2024-10-30 16:05:00,2024-10-30 17:16:00,2024-10-30,,On Time,05dca571-27fd-4aa5-a8f1-2f8e5d4a9508,false,
1913,2024-10-30 10:03:00.929786+00,KT-802,16:00:00,17:15:00,710001450,HH,CSE227,,64_I,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 16:02:00,2024-10-30 17:40:00,2024-10-30,,On Time,f2aff4a9-72a6-49ac-82b2-773ee3943ff8,false,
1914,2024-10-30 10:03:37.015795+00,KT-813-B,16:00:00,17:15:00,710002346,IJN,CSE311,,63_H,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 16:05:00,2024-10-30 17:40:00,2024-10-30,,On Time,2e86b5bc-858d-43c9-b340-f0d5956a5c12,false,
1915,2024-10-30 10:03:43.647188+00,KT-318-A,16:00:00,17:15:00,710002339,TRA,CSE112,,67_G,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 16:03:00,2024-10-30 17:40:00,2024-10-30,,On Time,c2c409ee-3ea9-4768-9a5a-db017844b6e4,false,
1916,2024-10-30 10:05:55.914829+00,KT-801-A,16:00:00,17:15:00,710003562,RIA,CSE223,,64_M,on_time,CLASS ENDED BY SYSTEM,,,2024-10-30 16:05:00,2024-10-30 17:40:00,2024-10-30,,On Time,ecd67cac-71a9-477c-bb3f-7cd3698b7cea,false,
1917,2024-10-30 10:17:59.094114+00,KT-218,16:00:00,17:15:00,710003575,TAK,CSE313,,61_I,late,CLASS ENDED BY SYSTEM,,,2024-10-30 16:17:00,2024-10-30 17:40:00,2024-10-30,,,ce2eacc4-4203-41c0-a406-114faf238e8a,false,
1918,2024-10-30 10:18:47.008882+00,KT-201,16:00:00,17:15:00,710003054,TI,CSE313,,62_G,late,CLASS ENDED BY SYSTEM,,,2024-10-30 16:18:00,2024-10-30 17:40:00,2024-10-30,,lift queue,95b5ebfa-a7c0-4c85-aa35-786cdfaeb1f8,false,
1919,2024-10-30 10:19:04.120928+00,KT-224,16:00:00,17:15:00,710003571,MRIS,CSE121,,66_J,late,CLASS ENDED BY SYSTEM,,,2024-10-30 16:19:00,2024-10-30 17:40:00,2024-10-30,,,5e56e292-28da-42f2-a642-4e0e2991fb33,false,
1924,2024-10-31 03:17:53.828806+00,KT-208,08:30:00,09:45:00,710003236,AJS,ENG102,,66_A,late,,,,2024-10-31 09:17:00,2024-10-31 09:18:00,2024-10-31,,,383156db-a4cf-4635-9afd-e393cfacd184,false,
1925,2024-10-31 03:38:03.405607+00,KT-518,08:30:00,09:45:00,710001306,MKH,CSE315,,63_K,late,,,,2024-10-31 09:38:00,2024-10-31 09:38:00,2024-10-31,,,16de9fa9-0e3b-4573-a99b-cc42b3edc4bd,false,
1926,2024-10-31 02:36:12.001492+00,KT-320,08:30:00,09:45:00,710003063,MMRN,AOL101,,65_M,on_time,,,,2024-10-31 08:36:00,2024-10-31 09:41:00,2024-10-31,,On Time,689859eb-014c-43a6-8013-529fdb901b39,false,
1927,2024-10-31 02:30:17.521832+00,KT-307,08:30:00,09:45:00,710002090,AHN,CSE212,,65_H,on_time,,,,2024-10-31 08:30:00,2024-10-31 09:43:00,2024-10-31,,On Time,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
1928,2024-10-31 02:35:41.451674+00,KT-218,08:30:00,09:45:00,710002796,NIB,CSE115,,67_J,on_time,,,,2024-10-31 08:35:00,2024-10-31 09:43:00,2024-10-31,,On Time,1b0b662d-8605-4e27-80a1-0ba784e8bbb0,false,
1929,2024-10-31 02:35:34.470017+00,KT-213,08:30:00,09:45:00,710001040,SSL,MAT102,,66_F,on_time,,,,2024-10-31 08:35:00,2024-10-31 09:45:00,2024-10-31,,On Time,12e4fe92-728b-4f4e-9fdb-52b26ac4eec1,false,
1930,2024-10-31 02:41:56.725216+00,KT-303,08:30:00,09:45:00,710003431,SNK,CSE331,,60_F,on_time,,,,2024-10-31 08:40:00,2024-10-31 09:44:00,2024-10-31,,On Time,d82d2098-c170-487e-8224-047c0952de50,false,
1931,2024-10-31 02:31:12.966251+00,KT-318-B,08:30:00,09:45:00,710003565,TAS,CSE316,,63_F,on_time,,,,2024-10-31 08:31:00,2024-10-31 09:47:00,2024-10-31,,On Time,28602855-eb9f-4b4d-9d46-8a7cb71235ad,false,
1932,2024-10-31 02:47:18.422606+00,KT-921,08:30:00,09:45:00,710003429,AMN,STA101,,41_H,late,,,,2024-10-31 08:47:00,2024-10-31 09:47:00,2024-10-31,,Forgot to scan.,8fa4c51d-bc20-4a86-a798-69918ae52f95,false,
1933,2024-10-31 02:51:46.616554+00,KT-318-A,08:30:00,09:45:00,710003242,JLA,CSE225,,64_L,late,,,,2024-10-31 08:51:00,2024-10-31 09:48:00,2024-10-31,,,9ff498e7-f85f-48c4-bbcf-065c2498d1ce,false,
1934,2024-10-31 02:36:52.55046+00,KT-G1-014,08:30:00,09:45:00,710001966,FTJ,CSE314,,61_P2,on_time,,,,2024-10-31 08:36:00,2024-10-31 09:50:00,2024-10-31,,On Time,9fac173f-345b-49e4-b0ef-aacdce56584e,false,
1935,2024-10-31 02:40:16.716701+00,KT-G1-021,08:30:00,09:45:00,710002632,STA,CSE314,,61_T1,on_time,,,,2024-10-31 08:40:00,2024-10-31 09:50:00,2024-10-31,,On Time,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
1936,2024-10-31 02:39:56.286632+00,KT-G1-013,08:30:00,09:45:00,710003221,ALM,CSE222,,63_B1,on_time,,,,2024-10-31 08:39:00,2024-10-31 09:51:00,2024-10-31,,On Time,bc0c5c51-dc6e-41f8-acd1-82ba8b805d7a,false,
1937,2024-10-31 03:01:42.589444+00,KT-G1-006,08:30:00,09:45:00,710002478,TAR,CSE114,,67_L1,late,,,,2024-10-31 09:01:00,2024-10-31 10:06:00,2024-10-31,,,cbd0e69e-8e7c-43e2-a1b7-18dd4b2152f9,false,
1938,2024-10-31 03:02:36.806919+00,AB-3-103,08:30:00,09:45:00,710002795,ZZ,CSE224,,64_H1,late,,,,2024-10-31 09:02:00,2024-10-31 10:07:00,2024-10-31,,,b74480fa-0421-4d91-b532-dd724fe2c411,false,
1939,2024-10-31 02:30:11.369978+00,KT-G1-010,08:30:00,09:45:00,710003558,MIZ,CSE222,,64_M1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 08:30:00,2024-10-31 10:20:00,2024-10-31,,On Time,cf70c0ef-d6a6-4036-8646-159e48b7c8f5,false,
1940,2024-10-31 02:30:46.364347+00,KT-802,08:30:00,09:45:00,710003385,NRM,MAT101,,67_Q,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 08:30:00,2024-10-31 10:20:00,2024-10-31,,On Time,09bcd892-818c-4b72-a6da-4cb1a08d24b8,false,
1941,2024-10-31 02:36:45.21737+00,KT-G1-020,08:30:00,09:45:00,710003432,MSM,CSE124,,66_R1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 08:36:00,2024-10-31 10:20:00,2024-10-31,,On Time,2f6fa45c-c126-44fb-a871-13dcef9cc7ad,false,
1942,2024-10-31 02:37:34.211142+00,KT-615,08:30:00,09:45:00,710003082,SN,CIS324,,15_16_A,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 08:37:00,2024-10-31 10:20:00,2024-10-31,,On Time,3c333e56-a000-4eb3-ae80-ec846e6cd4df,false,
1943,2024-10-31 02:41:54.233535+00,KT-1018,08:30:00,09:45:00,710003229,MK,MCT316,,A,late,CLASS ENDED BY SYSTEM,,,2024-10-31 08:43:00,2024-10-31 10:20:00,2024-10-31,,Students were not present.,1afcfd85-6132-47b4-b3ec-66951dc94586,false,
1944,2024-10-31 02:50:07.477528+00,KT-501-A,08:30:00,09:45:00,710002339,TRA,CSE422,,Re_A1,late,CLASS ENDED BY SYSTEM,,,2024-10-31 08:50:00,2024-10-31 10:20:00,2024-10-31,,,c2c409ee-3ea9-4768-9a5a-db017844b6e4,false,
1945,2024-10-31 03:40:11.37322+00,KT-713,08:30:00,09:45:00,710003346,SCS,SE121,,42_G,late,CLASS ENDED BY SYSTEM,,,2024-10-31 09:40:00,2024-10-31 10:20:00,2024-10-31,,forget to scan,7eb2d08a-a442-4ac1-b433-7730713e0e00,false,
1946,2024-10-31 03:50:39.186162+00,KT-G1-021,09:45:00,11:00:00,710002632,STA,TCSE314,,61_T1,on_time,,,,2024-10-31 09:50:00,2024-10-31 10:45:00,2024-10-31,,On Time,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
1947,2024-10-31 03:45:45.624008+00,KT-802,09:45:00,11:00:00,710002792,MUH,CSE112,,67_Q,on_time,,,,2024-10-31 09:45:00,2024-10-31 10:49:00,2024-10-31,,On Time,9e70f585-38d5-4843-bca0-3ba621eda637,false,
1948,2024-10-31 04:00:20.876639+00,KT-517--A,09:45:00,11:00:00,721500499,AJM,CSE315,,63_A,late,,,,2024-10-31 10:00:00,2024-10-31 10:53:00,2024-10-31,,,eb1890b5-03a6-454b-bfe8-16695bca461e,false,
1949,2024-10-31 03:47:38.424433+00,KT-208,09:45:00,11:00:00,710001040,SSL,MAT102,,66_A,on_time,,,,2024-10-31 09:47:00,2024-10-31 10:54:00,2024-10-31,,On Time,12e4fe92-728b-4f4e-9fdb-52b26ac4eec1,false,
1950,2024-10-31 03:52:48.15913+00,KT-220,09:45:00,11:00:00,710002477,ZS,CSE223,,64_D,on_time,,,,2024-10-31 09:52:00,2024-10-31 10:58:00,2024-10-31,,On Time,35ce9d62-5e13-4462-a8cc-2fc1926dbae0,false,
1951,2024-10-31 03:45:35.706773+00,KT-305,09:45:00,11:00:00,710003412,AKM,CSE215,,65_K,on_time,,,,2024-10-31 09:45:00,2024-10-31 11:00:00,2024-10-31,,On Time,eebdc8fe-21b9-4f9b-8d54-b83402241545,false,
1952,2024-10-31 03:57:08.416911+00,KT-504,09:45:00,11:00:00,710003054,TI,CSE314,,62_G2,late,,,,2024-10-31 09:57:00,2024-10-31 11:04:00,2024-10-31,,,95b5ebfa-a7c0-4c85-aa35-786cdfaeb1f8,false,
1953,2024-10-31 03:46:49.145554+00,KT-804,09:45:00,11:00:00,710001450,HH,CSE227,,64_I,on_time,,,,2024-10-31 09:46:00,2024-10-31 11:05:00,2024-10-31,,On Time,f2aff4a9-72a6-49ac-82b2-773ee3943ff8,false,
1954,2024-10-31 03:43:01.928553+00,KT-919,09:45:00,11:00:00,710003444,CSA,CSE313,,63_M,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:45:00,2024-10-31 11:20:00,2024-10-31,,On Time,e55fec2d-629f-4733-b1f3-cd8f5f9a5e47,false,
1955,2024-10-31 03:45:26.968732+00,KT-223,09:45:00,11:00:00,710002090,AHN,CSE228,,64_G,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:45:00,2024-10-31 11:20:00,2024-10-31,,On Time,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
1956,2024-10-31 03:46:12.452576+00,KT-201,09:45:00,11:00:00,710003431,SNK,CSE213,,65_O,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:45:00,2024-10-31 11:20:00,2024-10-31,,On Time,d82d2098-c170-487e-8224-047c0952de50,false,
1957,2024-10-31 03:47:27.887766+00,KT-222,09:45:00,11:00:00,710003380,SAJ,CSE228,,64_N,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:47:00,2024-10-31 11:20:00,2024-10-31,,On Time,8188306e-0b5e-4be4-8128-6d9312ad6b3a,false,
1958,2024-10-31 03:48:22.97675+00,KT-G1-005,09:45:00,11:00:00,710003038,DS,TCSE312,,61_K2,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:48:00,2024-10-31 11:20:00,2024-10-31,,On Time,310a4ce7-7e4c-4307-875d-3b92e4ad89cb,false,
1959,2024-10-31 03:48:36.819148+00,KT-218,09:45:00,11:00:00,710003553,SHR,CSE311,,61_O,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:48:00,2024-10-31 11:20:00,2024-10-31,,On Time,05dca571-27fd-4aa5-a8f1-2f8e5d4a9508,false,
1960,2024-10-31 03:49:58.068534+00,KT-516,09:45:00,11:00:00,710003596,,MAT101,,67_S,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:49:00,2024-10-31 11:20:00,2024-10-31,,On Time,4c72ff6a-aefe-441d-a2ff-473a8490f9ef,false,
1961,2024-10-31 03:51:18.787701+00,KT-712--A,09:45:00,11:00:00,721500463,ST,SE111,,43_P,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:51:00,2024-10-31 11:20:00,2024-10-31,,On Time,cf83d7ad-b8fb-4bfa-b1ed-f42386570694,false,
1962,2024-10-31 03:51:25.116934+00,KT-G1-013,09:45:00,11:00:00,710003221,ALM,CSE222,,63_B1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:51:00,2024-10-31 11:20:00,2024-10-31,,On Time,bc0c5c51-dc6e-41f8-acd1-82ba8b805d7a,false,
1963,2024-10-31 04:08:07.345467+00,AB-3-103,09:45:00,11:00:00,710002795,ZZ,CSE224,,64_H1,late,CLASS ENDED BY SYSTEM,,,2024-10-31 10:08:00,2024-10-31 11:20:00,2024-10-31,,,b74480fa-0421-4d91-b532-dd724fe2c411,false,
1964,2024-10-31 05:01:44.67696+00,KT-220,11:00:00,12:15:00,710003575,TAK,CSE313,,61_J,on_time,,,,2024-10-31 11:01:00,2024-10-31 12:05:00,2024-10-31,,On Time,ce2eacc4-4203-41c0-a406-114faf238e8a,false,
1965,2024-10-31 05:00:21.474232+00,KT-216,11:00:00,12:15:00,710002477,ZS,CSE225,,64_I,on_time,,,,2024-10-31 11:00:00,2024-10-31 12:07:00,2024-10-31,,On Time,35ce9d62-5e13-4462-a8cc-2fc1926dbae0,false,
1966,2024-10-31 05:00:31.904285+00,KT-712--A,11:00:00,12:15:00,721100153,SAS,GE235,,41_G,on_time,,,,2024-10-31 11:00:00,2024-10-31 12:15:00,2024-10-31,,On Time,64b96742-501c-4aad-910a-6f437f810b04,false,
1967,2024-10-31 05:13:14.677698+00,KT-G1-009,11:00:00,12:15:00,710002792,MUH,CSE214,,65_B1,late,,,,2024-10-31 11:13:00,2024-10-31 12:17:00,2024-10-31,,,9e70f585-38d5-4843-bca0-3ba621eda637,false,
1968,2024-10-31 05:02:24.184308+00,KT-G1-010,11:00:00,12:15:00,710003053,ZMK,CSE222,,64_A2,on_time,,,,2024-10-31 11:02:00,2024-10-31 12:17:00,2024-10-31,,On Time,6cd1450e-297f-4d57-a547-b21f45781bef,false,
1969,2024-10-31 05:02:33.732101+00,KT-217,11:00:00,12:15:00,710003441,MIR,CSE123,,66_I,on_time,,,,2024-10-31 11:02:00,2024-10-31 12:17:00,2024-10-31,,On Time,bdedd624-0b4d-4bf9-8105-f4ccf8e634b6,false,
1970,2024-10-31 05:04:11.923947+00,KT-306,11:00:00,12:15:00,710003565,TAS,CSE313,,61_O,on_time,,,,2024-10-31 11:04:00,2024-10-31 12:23:00,2024-10-31,,On Time,28602855-eb9f-4b4d-9d46-8a7cb71235ad,false,
1971,2024-10-31 05:00:47.77356+00,KT-517--A,11:00:00,12:15:00,710003576,MSK,CSE311,,61_P,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:00:00,2024-10-31 12:40:00,2024-10-31,,On Time,d854f202-c467-4a7b-ade2-bcc18d68efe0,false,
1972,2024-10-31 05:03:12.499009+00,KT-G1-004,11:00:00,12:15:00,710003242,JLA,CSE214,,65_D1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:03:00,2024-10-31 12:40:00,2024-10-31,,On Time,9ff498e7-f85f-48c4-bbcf-065c2498d1ce,false,
1973,2024-10-31 05:03:18.60659+00,KT-G1-008,11:00:00,12:15:00,710003063,MMRN,CSE222,,63_H1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:03:00,2024-10-31 12:40:00,2024-10-31,,On Time,689859eb-014c-43a6-8013-529fdb901b39,false,
1974,2024-10-31 05:03:27.591926+00,KT-G1-020,11:00:00,12:15:00,710003432,MSM,CSE124,,66_R2,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:03:00,2024-10-31 12:40:00,2024-10-31,,On Time,2f6fa45c-c126-44fb-a871-13dcef9cc7ad,false,
1975,2024-10-31 05:05:24.379346+00,KT-804,11:00:00,12:15:00,710001450,HH,CSE227,,64_H,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:05:00,2024-10-31 12:40:00,2024-10-31,,On Time,f2aff4a9-72a6-49ac-82b2-773ee3943ff8,false,
1976,2024-10-31 05:07:40.404251+00,KT-223,11:00:00,12:15:00,721500536,MMC,BNS101,,65_L,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:07:00,2024-10-31 12:40:00,2024-10-31,,On Time,58775670-ffb2-488e-b760-ba170109dcb6,false,
1977,2024-10-31 05:07:41.975772+00,KT-208,11:00:00,12:15:00,710001966,FTJ,CSE313,,61_Q,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:07:00,2024-10-31 12:40:00,2024-10-31,,On Time,9fac173f-345b-49e4-b0ef-aacdce56584e,false,
1978,2024-10-31 05:09:06.651703+00,KT-514,11:00:00,12:15:00,710003561,HHP,CSE313,,62_H,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:09:00,2024-10-31 12:40:00,2024-10-31,,On Time,7aafe398-dcc5-412c-b093-a53b4010a5e2,false,
1979,2024-10-31 05:10:04.929611+00,KT-222,11:00:00,12:15:00,710003558,MIZ,CSE221,,64_N,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 11:10:00,2024-10-31 12:40:00,2024-10-31,,On Time,cf70c0ef-d6a6-4036-8646-159e48b7c8f5,false,
1980,2024-10-31 05:14:21.66512+00,KT-704,11:00:00,12:15:00,710003082,SN,CIS235,,17_A,late,CLASS ENDED BY SYSTEM,,,2024-10-31 11:14:00,2024-10-31 12:40:00,2024-10-31,,,3c333e56-a000-4eb3-ae80-ec846e6cd4df,false,
1981,2024-10-31 06:03:58.956576+00,KT-803,11:00:00,12:15:00,710002632,STA,CSE313,,61_U,late,CLASS ENDED BY SYSTEM,,,2024-10-31 12:03:00,2024-10-31 12:40:00,2024-10-31,,routine mismatch,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
1982,2024-10-31 06:07:17.837656+00,KT-307,11:00:00,12:15:00,710002795,ZZ,CSE313,,61_G,late,CLASS ENDED BY SYSTEM,,,2024-10-31 12:07:00,2024-10-31 12:40:00,2024-10-31,,,b74480fa-0421-4d91-b532-dd724fe2c411,false,
1983,2024-10-31 03:46:41.497107+00,KT-614,09:45:00,12:15:00,710003256,MTM,CS422,,34_A,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 09:46:00,2024-10-31 12:40:00,2024-10-31,,On Time,ac49eefd-3b35-4578-80e5-b59a65b25fb9,false,
1984,2024-10-31 06:15:23.209961+00,KT-303,12:15:00,13:30:00,721500499,AJM,CSE315,,63_B,on_time,,,,2024-10-31 12:15:00,2024-10-31 13:29:00,2024-10-31,,On Time,eb1890b5-03a6-454b-bfe8-16695bca461e,false,
1985,2024-10-31 06:17:52.619371+00,KT-G1-010,12:15:00,13:30:00,710003053,ZMK,CSE222,,64_A2,on_time,,,,2024-10-31 12:17:00,2024-10-31 13:31:00,2024-10-31,,On Time,6cd1450e-297f-4d57-a547-b21f45781bef,false,
1986,2024-10-31 06:32:28.103766+00,KT-514,12:15:00,13:30:00,710001306,MKH,CSE315,,63_C,late,,,,2024-10-31 12:32:00,2024-10-31 13:36:00,2024-10-31,,,16de9fa9-0e3b-4573-a99b-cc42b3edc4bd,false,
1987,2024-10-31 07:06:00.790258+00,KT-812,12:15:00,13:30:00,710003346,SCS,SE121,,42_H,late,,,,2024-10-31 13:06:00,2024-10-31 13:37:00,2024-10-31,,forgot to scan,7eb2d08a-a442-4ac1-b433-7730713e0e00,false,
1988,2024-10-31 06:15:59.014537+00,KT-G1-001,12:15:00,13:30:00,710003380,SAJ,CSE124,,66_Q2,on_time,,,,2024-10-31 12:15:00,2024-10-31 13:50:00,2024-10-31,,On Time,8188306e-0b5e-4be4-8128-6d9312ad6b3a,false,
1989,2024-10-31 06:16:28.202573+00,KT-222,12:15:00,13:30:00,710003431,SNK,CSE115,,67_L,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 12:15:00,2024-10-31 14:00:00,2024-10-31,,On Time,d82d2098-c170-487e-8224-047c0952de50,false,
1990,2024-10-31 06:17:23.379387+00,KT-G1-009,12:15:00,13:30:00,710002792,MUH,CSE214,,65_B1,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 12:17:00,2024-10-31 14:00:00,2024-10-31,,On Time,9e70f585-38d5-4843-bca0-3ba621eda637,false,
1991,2024-10-31 06:18:05.91785+00,KT-320,12:15:00,13:30:00,710003441,MIR,CSE311,,62_G,on_time,CLASS ENDED BY SYSTEM,,,2024-10-31 12:18:00,2024-10-31 14:00:00,2024-10-31,,On Time,bdedd624-0b4d-4bf9-8105-f4ccf8e634b6,false,
