id,created_at,room_id,routine_start_time,routine_end_time,employee_id,teacher_initial,course_code,section,date_missed,routine_row_id,booked_class_id,makeup_done
126598,2024-10-20 13:00:16.860453+00,KT-1017-B,12:15:00,13:30:00,710003382,MMH,0231-121,A,2024-10-20,,,false
126599,2024-10-20 13:00:16.907+00,KT-1017-B,13:30:00,14:45:00,723500122,AG,0541-111,A,2024-10-20,,,false
126600,2024-10-20 13:00:16.944749+00,KT-1017-B,14:45:00,16:00:00,723500122,AG,0541-111,A,2024-10-20,,,false
126601,2024-10-20 13:00:16.990838+00,KT-1015,08:30:00,09:45:00,724000052,AMT,MCT411,A,2024-10-20,,,false
126602,2024-10-20 13:00:17.03575+00,KT-1015,09:45:00,11:00:00,724000052,AMT,MCT411,B,2024-10-20,,,false
126603,2024-10-20 13:00:17.091039+00,KT-1015,11:00:00,12:15:00,723500143,SI,2011-223,A,2024-10-20,,,false
126604,2024-10-20 13:00:17.136827+00,KT-1015,12:15:00,13:30:00,723500143,SI,2011-223,B,2024-10-20,,,false
126605,2024-10-20 13:00:17.184561+00,KT-1015,13:30:00,14:45:00,723500146,MSU,MCT431,A,2024-10-20,,,false
126606,2024-10-20 13:00:17.243125+00,KT-1018,09:45:00,11:00:00,723500096,AA,CSE414,A,2024-10-20,,,false
126607,2024-10-20 13:00:17.287268+00,KT-1018,13:30:00,14:45:00,710002762,KJH,MCT317,A,2024-10-20,,,false
126608,2024-10-20 13:00:17.33025+00,KT-1019,09:45:00,11:00:00,710003362,MR,0212-213,A,2024-10-20,,,false
126609,2024-10-20 13:00:17.38931+00,KT-1019,13:30:00,14:45:00,710003362,MR,0212-213,B,2024-10-20,,,false
126610,2024-10-20 13:00:17.435981+00,KT-1021,09:45:00,11:00:00,,MSH,0213-113,A,2024-10-20,,,false
126611,2024-10-20 13:00:17.486136+00,KT-1021,13:30:00,14:45:00,,MSH,0213-113,B,2024-10-20,,,false
126612,2024-10-20 13:00:17.54509+00,KT-1016,09:45:00,11:00:00,710002762,KJH,0212-121,A,2024-10-20,,,false
126613,2024-10-20 13:00:17.596635+00,KT-1016,13:30:00,14:45:00,723500143,SI,0613-121,B,2024-10-20,,,false
126614,2024-10-20 13:00:17.653925+00,KT-1015,14:45:00,16:00:00,723500146,MSU,MCT431,A,2024-10-20,,,false
126615,2024-10-20 13:00:17.706847+00,KT-1018,11:00:00,12:15:00,723500096,AA,CSE415,A,2024-10-20,,,false
126616,2024-10-20 13:00:17.776876+00,KT-1018,14:45:00,16:00:00,710002762,KJH,MCT317,A,2024-10-20,,,false
126617,2024-10-20 13:00:17.813568+00,KT-1019,14:45:00,16:00:00,710003362,MR,0212-213,B,2024-10-20,,,false
126618,2024-10-20 13:00:17.869558+00,KT-1021,11:00:00,12:15:00,710001664,DSMA,0219-125,B,2024-10-20,,,false
126619,2024-10-20 13:00:17.932349+00,KT-1021,14:45:00,16:00:00,,MSH,0213-113,B,2024-10-20,,,false
126620,2024-10-20 13:00:17.985797+00,KT-1016,11:00:00,12:15:00,724000052,AMT,MCT331,A,2024-10-20,,,false
126621,2024-10-20 13:00:18.037057+00,KT-1018,08:30:00,09:45:00,723500096,AA,CSE414,A,2024-10-20,,,false
126622,2024-10-20 13:00:18.106023+00,KT-1018,12:15:00,13:30:00,723500096,AA,CSE415,A,2024-10-20,,,false
126623,2024-10-20 13:00:18.14942+00,KT-1019,08:30:00,09:45:00,710003362,MR,0212-213,A,2024-10-20,,,false
126624,2024-10-20 13:00:18.208585+00,KT-1021,08:30:00,09:45:00,,MSH,0213-113,A,2024-10-20,,,false
126625,2024-10-20 13:00:18.260346+00,KT-1021,12:15:00,13:30:00,710001664,DSMA,0219-125,B,2024-10-20,,,false
126626,2024-10-20 13:00:18.310207+00,KT-1016,12:15:00,13:30:00,724000052,AMT,MCT331,A,2024-10-20,,,false
126627,2024-10-20 13:00:18.358135+00,KT-602,08:30:00,09:45:00,710003230,DAR,ITM201,A_8th,2024-10-20,,,false
126628,2024-10-20 13:00:18.413275+00,KT-602,09:45:00,11:00:00,723500151,DEH,GE314,"A_8th,6th",2024-10-20,,,false
126629,2024-10-20 13:00:18.469679+00,KT-602,11:00:00,12:15:00,710000361,BCD,ITM315,A_5th,2024-10-20,,,false
126630,2024-10-20 13:00:18.525239+00,KT-602,12:15:00,13:30:00,710000934,IM,ITM302,A_7th,2024-10-20,,,false
126631,2024-10-20 13:00:18.570186+00,KT-602,14:45:00,16:00:00,,MNT,GE337,"A_4th,6th",2024-10-20,,,false
126632,2024-10-20 13:00:18.640462+00,KT-603,08:30:00,09:45:00,710003230,DAR,ITM401,A_4th,2024-10-20,,,false
126633,2024-10-20 13:00:18.704818+00,KT-603,09:45:00,11:00:00,710003414,MA,ITM217,A_7th,2024-10-20,,,false
126634,2024-10-20 13:00:18.761759+00,KT-603,11:00:00,12:15:00,723500099,SS,ITM206,A_5th.7th,2024-10-20,,,false
126635,2024-10-20 13:00:18.801285+00,KT-609,08:30:00,09:45:00,710003414,MA,ITM218,A_7th,2024-10-20,,,false
126636,2024-10-20 13:00:18.844207+00,KT-609,09:45:00,11:00:00,723500102,SA,ITM316,A_5th,2024-10-20,,,false
126637,2024-10-20 13:00:18.88663+00,KT-609,11:00:00,12:15:00,723500102,SA,ITM223,A_6th,2024-10-20,,,false
126638,2024-10-20 13:00:18.93279+00,KT-609,12:15:00,13:30:00,723500102,SA,ITM211,A_8th,2024-10-20,,,false
126639,2024-10-20 13:00:18.983173+00,KT-609,13:30:00,14:45:00,723500122,AG,ITM314,"A_4th,5th",2024-10-20,,,false
126640,2024-10-20 13:00:19.02561+00,KT-G1-004,11:00:00,12:15:00,710003379,MHN,CSE114(67_R2),MHN,2024-10-20,,,false
126641,2024-10-20 13:00:19.066892+00,KT-G1-004,14:45:00,16:00:00,724000017,MB,CSE222,63_K1,2024-10-20,,,false
126642,2024-10-20 13:00:19.108743+00,KT-G1-005,11:00:00,12:15:00,,TSE,CSE114(RE_A2),TSE,2024-10-20,,,false
126643,2024-10-20 13:00:19.167976+00,KT-G1-007,11:00:00,12:15:00,710003576,MSK,CSE413(60_B1),MSK,2024-10-20,,,false
126644,2024-10-20 13:00:19.211727+00,KT-G1-007,14:45:00,16:00:00,710003576,MSK,CSE413,60_B2,2024-10-20,,,false
126645,2024-10-20 13:00:19.261383+00,KT-G1-009,11:00:00,12:15:00,723500099,SS,CSE214(65_I2),SS,2024-10-20,,,false
126646,2024-10-20 13:00:19.305885+00,KT-G1-009,14:45:00,16:00:00,710002844,MHS,CSE413,60_D1,2024-10-20,,,false
126647,2024-10-20 13:00:19.351063+00,KT-G1-010,11:00:00,12:15:00,710002693,FKM,CSE312(63_F1),FKM,2024-10-20,,,false
126648,2024-10-20 13:00:19.456843+00,KT-G1-010,14:45:00,16:00:00,710003379,MHN,CSE214,65_M2,2024-10-20,,,false
126649,2024-10-20 13:00:19.516125+00,KT-G1-011,11:00:00,12:15:00,710003446,MJP,CSE222(64_I2),MJP,2024-10-20,,,false
126650,2024-10-20 13:00:19.662246+00,KT-G1-011,14:45:00,16:00:00,710003376,MJZ,CSE332,60_F2,2024-10-20,,,false
126651,2024-10-20 13:00:19.713837+00,KT-G1-012,11:00:00,12:15:00,710002793,MUM,TCSE332(60_D2),MUM,2024-10-20,,,false
126652,2024-10-20 13:00:19.774344+00,KT-G1-012,14:45:00,16:00:00,710003377,SIP,CSE114,67_E2,2024-10-20,,,false
126653,2024-10-20 13:00:19.81866+00,KT-G1-013,11:00:00,12:15:00,710003447,JDH,CSE114(67_F2),JDH,2024-10-20,,,false
126654,2024-10-20 13:00:19.866999+00,KT-G1-013,14:45:00,16:00:00,721500419,MHD,CSE415,59_C2,2024-10-20,,,false
126655,2024-10-20 13:00:19.930855+00,KT-G1-014,14:45:00,16:00:00,710001170,SZ,CSE222,64_C2,2024-10-20,,,false
126656,2024-10-20 13:00:19.976893+00,KT-G1-016,11:00:00,12:15:00,,ZNM,CSE214(65_N2),ZNM,2024-10-20,,,false
126657,2024-10-20 13:00:20.024056+00,KT-G1-016,14:45:00,16:00:00,710003378,AUR,CSE114,67_O2,2024-10-20,,,false
126658,2024-10-20 13:00:20.070873+00,KT-G1-017,11:00:00,12:15:00,710003564,NHA,CSE413(60_F1),NHA,2024-10-20,,,false
126659,2024-10-20 13:00:20.134221+00,KT-G1-017,14:45:00,16:00:00,710003061,MMF,TCSE312,61_C2,2024-10-20,,,false
126660,2024-10-20 13:00:20.210904+00,KT-G1-018,09:45:00,11:00:00,710003574,MSJ,CSE312,63_M1,2024-10-20,,,false
126661,2024-10-20 13:00:20.330442+00,KT-G1-018,11:00:00,12:15:00,710002480,MUR,TCSE332(60_C2),MUR,2024-10-20,,,false
126662,2024-10-20 13:00:20.378649+00,KT-G1-018,12:15:00,13:30:00,710002635,AHS,CSE222,63_E2,2024-10-20,,,false
126663,2024-10-20 13:00:20.41655+00,KT-G1-018,13:30:00,14:45:00,710002635,AHS,CSE222,63_E2,2024-10-20,,,false
126664,2024-10-20 13:00:20.465017+00,KT-G1-020,08:30:00,09:45:00,710001971,TAB,TCSE312,61_I2,2024-10-20,,,false
126665,2024-10-20 13:00:20.512748+00,KT-G1-020,12:15:00,13:30:00,710003445,AAA,TCSE314,61_K1,2024-10-20,,,false
126666,2024-10-20 13:00:20.558894+00,KT-G1-020,13:30:00,14:45:00,721100153,SAS,CSE326,61_N2,2024-10-20,,,false
126667,2024-10-20 13:00:20.609446+00,KT-G1-020,14:45:00,16:00:00,721100153,SAS,TCSE326,61_N2,2024-10-20,,,false
126668,2024-10-20 13:00:20.679869+00,KT-G1-021,09:45:00,11:00:00,710003575,TAK,TCSE314,61_I1,2024-10-20,,,false
126669,2024-10-20 13:00:20.761946+00,KT-G1-021,11:00:00,12:15:00,723400068,SHS,CSE222(64_K1),SHS,2024-10-20,,,false
126670,2024-10-20 13:00:20.835026+00,KT-G1-021,12:15:00,13:30:00,723400068,SHS,CSE222,64_K1,2024-10-20,,,false
126671,2024-10-20 13:00:20.876411+00,KT-G1-021,13:30:00,14:45:00,710002796,NIB,CSE222,63_N1,2024-10-20,,,false
126672,2024-10-20 13:00:20.915895+00,KT-G1-021,14:45:00,16:00:00,710002796,NIB,CSE222,63_N1,2024-10-20,,,false
126673,2024-10-20 13:00:20.989419+00,KT-G1-022,08:30:00,09:45:00,710003054,TI,CSE314,62_G1,2024-10-20,,,false
126674,2024-10-20 13:00:21.046342+00,KT-G1-022,09:45:00,11:00:00,710003063,MMRN,CSE222,63_H2,2024-10-20,,,false
126675,2024-10-20 13:00:21.106656+00,KT-G1-022,11:00:00,12:15:00,710003063,MMRN,CSE222(63_H2),MMRN,2024-10-20,,,false
126676,2024-10-20 13:00:21.159959+00,KT-G1-022,13:30:00,14:45:00,710003063,MMRN,CSE222,63_G1,2024-10-20,,,false
126677,2024-10-20 13:00:21.218326+00,KT-G1-022,14:45:00,16:00:00,710003063,MMRN,CSE222,63_G1,2024-10-20,,,false
126678,2024-10-20 13:00:21.28464+00,KT-809,08:30:00,09:45:00,,NR,CSE216,65_P,2024-10-20,,,false
126679,2024-10-20 13:00:21.341691+00,KT-809,09:45:00,11:00:00,,NR,CSE216,65_P,2024-10-20,,,false
126680,2024-10-20 13:00:21.451763+00,KT-809,11:00:00,12:15:00,710003412,AKM,CSE216,65_J,2024-10-20,,,false
126681,2024-10-20 13:00:21.521179+00,KT-809,13:30:00,14:45:00,710003347,MHK,CSE216,65_I,2024-10-20,,,false
126682,2024-10-20 13:00:21.575875+00,KT-810,08:30:00,09:45:00,710003371,TARA,CSE122,66_A,2024-10-20,,,false
126683,2024-10-20 13:00:21.65183+00,KT-810,09:45:00,11:00:00,710003371,TARA,CSE122(66_A),TARA,2024-10-20,,,false
126684,2024-10-20 13:00:21.700197+00,KT-810,11:00:00,12:15:00,,FAA,CSE122,66_R,2024-10-20,,,false
126685,2024-10-20 13:00:21.751551+00,KT-810,12:15:00,13:30:00,,FAA,CSE122,66_R,2024-10-20,,,false
126686,2024-10-20 13:00:21.808775+00,KT-810,13:30:00,14:45:00,710003568,SHD,CSE122,66_F,2024-10-20,,,false
126687,2024-10-20 13:00:21.866212+00,KT-301,08:30:00,09:45:00,,ZNM,CSE232,RE_A1,2024-10-20,,,false
126688,2024-10-20 13:00:21.921554+00,KT-301,09:45:00,11:00:00,,ZNM,CSE232,RE_A1,2024-10-20,,,false
126689,2024-10-20 13:00:21.970072+00,KT-301,11:00:00,12:15:00,,FF,CSE234,62_D2,2024-10-20,,,false
126690,2024-10-20 13:00:22.012029+00,KT-301,12:15:00,13:30:00,,FF,CSE234,62_D2,2024-10-20,,,false
126691,2024-10-20 13:00:22.062001+00,KT-502,08:30:00,09:45:00,,FF,CSE234,62_F1,2024-10-20,,,false
126692,2024-10-20 13:00:22.129529+00,KT-502,09:45:00,11:00:00,,FF,CSE234,62_F1,2024-10-20,,,false
126693,2024-10-20 13:00:22.193097+00,KT-502,11:00:00,12:15:00,,EHL,CSE234,62_C1,2024-10-20,,,false
126694,2024-10-20 13:00:22.237959+00,KT-502,12:15:00,13:30:00,,EHL,CSE234,62_C1,2024-10-20,,,false
126695,2024-10-20 13:00:22.299626+00,KT-502,13:30:00,14:45:00,,EHL,TCSE234,62_C1,2024-10-20,,,false
126696,2024-10-20 13:00:22.373308+00,AB-3-103,08:30:00,09:45:00,,MRA,CSE122,Re_A1,2024-10-20,,,false
126697,2024-10-20 13:00:22.441493+00,AB-3-103,09:45:00,11:00:00,,MRA,CSE122,Re_A1,2024-10-20,,,false
126698,2024-10-20 13:00:22.490747+00,AB-3-103,11:00:00,12:15:00,710002791,MIN,CSE224,64_B2,2024-10-20,,,false
126699,2024-10-20 13:00:22.560146+00,AB-3-103,12:15:00,13:30:00,710002791,MIN,CSE224,64_B2,2024-10-20,,,false
126700,2024-10-20 13:00:22.621983+00,AB-3-103,13:30:00,14:45:00,710002477,ZS,CSE224,64_F1,2024-10-20,,,false
126701,2024-10-20 13:00:22.713154+00,AB-3-105,08:30:00,09:45:00,710003580,MAR,CSE224,64_A2,2024-10-20,,,false
126702,2024-10-20 13:00:22.79992+00,AB-3-105,09:45:00,11:00:00,710003580,MAR,CSE224(64_A2),MAR,2024-10-20,,,false
126703,2024-10-20 13:00:22.848368+00,AB-3-105,11:00:00,12:15:00,710002641,ARS,CSE224,64_E2,2024-10-20,,,false
126704,2024-10-20 13:00:22.888953+00,AB-3-105,12:15:00,13:30:00,710002641,ARS,CSE224,64_E2,2024-10-20,,,false
126705,2024-10-20 13:00:22.929436+00,KT-815,11:00:00,12:15:00,,AAR,PHY103(66_L1),AAR,2024-10-20,,,false
126706,2024-10-20 13:00:22.973731+00,KT-815,14:45:00,16:00:00,,AHT,PHY103,66_H1,2024-10-20,,,false
126707,2024-10-20 13:00:23.037505+00,KT-816,11:00:00,12:15:00,,MOR,PHY103(66_N2),MOR,2024-10-20,,,false
126708,2024-10-20 13:00:23.089334+00,KT-816,14:45:00,16:00:00,710003403,AEE,PHY103,66_E2,2024-10-20,,,false
126709,2024-10-20 13:00:23.129522+00,KT-815,12:15:00,13:30:00,,AAR,PHY103,66_L1,2024-10-20,,,false
126710,2024-10-20 13:00:23.177133+00,KT-816,08:30:00,09:45:00,,AHT,PHY103,66_H2,2024-10-20,,,false
126711,2024-10-20 13:00:23.223716+00,KT-816,12:15:00,13:30:00,,MOR,PHY103,66_N2,2024-10-20,,,false
126712,2024-10-20 13:00:23.270661+00,KT-703,08:30:00,09:45:00,723500143,SI,SE111,43-D,2024-10-20,,,false
126713,2024-10-20 13:00:23.31472+00,KT-703,09:45:00,11:00:00,723500102,SA,SE213,42-J,2024-10-20,,,false
126714,2024-10-20 13:00:23.353887+00,KT-703,11:00:00,12:15:00,723400068,SHS,BNS101,43-G,2024-10-20,,,false
126715,2024-10-20 13:00:23.401182+00,KT-703,12:15:00,13:30:00,710003362,MR,SE121,42-F,2024-10-20,,,false
126716,2024-10-20 13:00:23.452552+00,KT-703,13:30:00,14:45:00,,P1,PHY101,42-I,2024-10-20,,,false
126717,2024-10-20 13:00:23.51181+00,KT-701--A,08:30:00,09:45:00,723500143,SI,SE111,43-C,2024-10-20,,,false
126718,2024-10-20 13:00:23.554078+00,KT-701--A,09:45:00,11:00:00,710003422,MBU,BNS101,43-F,2024-10-20,,,false
126719,2024-10-20 13:00:23.606602+00,KT-701--A,11:00:00,12:15:00,710003429,AMN,STA101,41-L,2024-10-20,,,false
126720,2024-10-20 13:00:23.652442+00,KT-701--A,12:15:00,13:30:00,710002084,MSA,SE544,37-C,2024-10-20,,,false
126721,2024-10-20 13:00:23.737991+00,KT-701--A,13:30:00,14:45:00,,BS,SE212,42-D,2024-10-20,,,false
126722,2024-10-20 13:00:23.781333+00,KT-701--A,14:45:00,16:00:00,723500150,MAK,SE123,42-F,2024-10-20,,,false
126723,2024-10-20 13:00:23.872528+00,KT-704,08:30:00,09:45:00,723500154,TH,SE113,43-G,2024-10-20,,,false
126724,2024-10-20 13:00:23.912068+00,KT-704,09:45:00,11:00:00,723500154,TH,SE113,43-H,2024-10-20,,,false
126725,2024-10-20 13:00:23.973263+00,KT-704,11:00:00,12:15:00,710000359,SHA,GE324,39-B,2024-10-20,,,false
126726,2024-10-20 13:00:24.032555+00,KT-704,12:15:00,13:30:00,723400068,SHS,BNS101,43-H,2024-10-20,,,false
126727,2024-10-20 13:00:24.082919+00,KT-704,13:30:00,14:45:00,723500152,IAT,SE214,40-I,2024-10-20,,,false
126728,2024-10-20 13:00:24.13634+00,KT-903,08:30:00,09:45:00,710001009,KBB,SE231,39-B1,2024-10-20,,,false
126729,2024-10-20 13:00:24.19198+00,KT-903,09:45:00,11:00:00,710001009,KBB,SE231,39-B1,2024-10-20,,,false
126730,2024-10-20 13:00:24.235698+00,KT-903,11:00:00,12:15:00,723500102,SA,SE313,38-B1,2024-10-20,,,false
126731,2024-10-20 13:00:24.284709+00,KT-903,12:15:00,13:30:00,723500126,MBH,SE215,40-E2,2024-10-20,,,false
126732,2024-10-20 13:00:24.350168+00,KT-903,16:00:00,17:15:00,723500103,NJM,SE313,39-D1,2024-10-20,,,false
126733,2024-10-20 13:00:24.403176+00,KT-811,11:00:00,12:15:00,710003256,MTM,SE442,37-D,2024-10-20,,,false
126734,2024-10-20 13:00:24.450116+00,KT-811,14:45:00,16:00:00,710003414,MA,ENG101,43-D,2024-10-20,,,false
126735,2024-10-20 13:00:24.502138+00,KT-812,09:45:00,11:00:00,723500134,UF,BNS101,43-C,2024-10-20,,,false
126736,2024-10-20 13:00:24.554828+00,KT-812,13:30:00,14:45:00,723500148,SB,MAT101,43-F,2024-10-20,,,false
126737,2024-10-20 13:00:24.615984+00,KT-813--A,09:45:00,11:00:00,723500126,MBH,SE232,40-B,2024-10-20,,,false
126738,2024-10-20 13:00:24.657944+00,KT-813--A,13:30:00,14:45:00,723500140,AD,SE311,38-B,2024-10-20,,,false
126739,2024-10-20 13:00:24.717131+00,KT-921,08:30:00,09:45:00,710002501,DMA,SE131,41-E,2024-10-20,,,false
126740,2024-10-20 13:00:24.780828+00,KT-921,12:15:00,13:30:00,723500111,SE,GE324,39-A,2024-10-20,,,false
126741,2024-10-20 13:00:24.821088+00,KT-814--A,08:30:00,09:45:00,723500102,SA,SE313,38-B2,2024-10-20,,,false
126742,2024-10-20 13:00:24.867822+00,KT-814--A,12:15:00,13:30:00,,BS,SE132,41-F1,2024-10-20,,,false
126743,2024-10-20 13:00:24.994418+00,KT-814--B,09:45:00,11:00:00,723500126,MBH,SE221,40-G,2024-10-20,,,false
126744,2024-10-20 13:00:25.060121+00,KT-814--B,13:30:00,14:45:00,710003066,EH,SE321,37-D,2024-10-20,,,false
126745,2024-10-20 13:00:25.121471+00,KT-611,11:00:00,12:15:00,710002084,MSA,SE212,42-H,2024-10-20,,,false
126746,2024-10-20 13:00:25.174973+00,KT-611,14:45:00,16:00:00,710003037,SH,PHY101,41-C,2024-10-20,,,false
126747,2024-10-20 13:00:25.213226+00,KT-612,09:45:00,11:00:00,710000795,MKS,SE113,43-E,2024-10-20,,,false
126748,2024-10-20 13:00:25.2667+00,KT-612,13:30:00,14:45:00,710002891,NIR,SE213,42-G,2024-10-20,,,false
126749,2024-10-20 13:00:25.319577+00,KT-711--A,08:30:00,09:45:00,723500141,MSP,SE111,43-H,2024-10-20,,,false
126750,2024-10-20 13:00:25.367615+00,KT-711--A,12:15:00,13:30:00,721000152,SSS,MAT101,43-O,2024-10-20,,,false
126751,2024-10-20 13:00:25.427453+00,KT-711--A,16:00:00,17:15:00,710003438,MI,SE321,37-A,2024-10-20,,,false
126752,2024-10-20 13:00:25.487724+00,KT-712--A,11:00:00,12:15:00,710002365,AST,STA101,41-G,2024-10-20,,,false
126753,2024-10-20 13:00:25.554436+00,KT-712--A,14:45:00,16:00:00,723500161,SR,SE225,38-B,2024-10-20,,,false
126754,2024-10-20 13:00:25.617556+00,KT-713,09:45:00,11:00:00,710003253,SP,SE213,42-C,2024-10-20,,,false
126755,2024-10-20 13:00:25.667849+00,KT-713,13:30:00,14:45:00,710002501,DMA,SE131,41-C,2024-10-20,,,false
126756,2024-10-20 13:00:25.726152+00,KT-712--B,08:30:00,09:45:00,721500463,ST,SE111,43-O,2024-10-20,,,false
126757,2024-10-20 13:00:25.824341+00,KT-913,08:30:00,09:45:00,723500136,MAH,BNS101,43-H,2024-10-20,,,false
126758,2024-10-20 13:00:25.87743+00,KT-913,12:15:00,13:30:00,710002083,FBR,SE234,39-A,2024-10-20,,,false
126759,2024-10-20 13:00:25.930903+00,KT-913,16:00:00,17:15:00,710002891,NIR,SE225,39-B,2024-10-20,,,false
126760,2024-10-20 13:00:25.98873+00,KT-914,11:00:00,12:15:00,710002083,FBR,SE234,39-C,2024-10-20,,,false
126761,2024-10-20 13:00:26.034639+00,KT-701--B,09:45:00,11:00:00,710003438,MI,SE321,37-B,2024-10-20,,,false
126762,2024-10-20 13:00:26.079092+00,KT-701--B,13:30:00,14:45:00,710003422,MBU,BNS101,43-E,2024-10-20,,,false
126763,2024-10-20 13:00:26.14002+00,KT-610,08:30:00,09:45:00,,BS,SE132,41-F2,2024-10-20,,,false
126764,2024-10-20 13:00:26.227207+00,KT-601,09:45:00,11:00:00,710003367,AHZ,SE133,41-B1,2024-10-20,,,false
126765,2024-10-20 13:00:26.275955+00,KT-601,13:30:00,14:45:00,710003256,MTM,SE133,41-E1,2024-10-20,,,false
126766,2024-10-20 13:00:26.335027+00,KT-613,09:45:00,11:00:00,710002755,HI,SE532,40-D,2024-10-20,,,false
126767,2024-10-20 13:00:26.410964+00,KT-613,13:30:00,14:45:00,,MT,SE532,40-F,2024-10-20,,,false
126768,2024-10-20 13:00:26.466737+00,KT-614,09:45:00,11:00:00,,MSD,CS418,36-A,2024-10-20,,,false
126769,2024-10-20 13:00:26.522092+00,KT-614,13:30:00,14:45:00,710003437,AE,CS335,34-A,2024-10-20,,,false
126770,2024-10-20 13:00:26.575993+00,KT-616,11:00:00,12:15:00,723500150,MAK,SE226,38-B1,2024-10-20,,,false
126771,2024-10-20 13:00:26.621103+00,KT-616,14:45:00,16:00:00,710001911,TRT,SE231,39-A2,2024-10-20,,,false
126772,2024-10-20 13:00:26.685302+00,KT-903,13:30:00,14:45:00,723500126,MBH,SE215,40-E1,2024-10-20,,,false
126773,2024-10-20 13:00:26.734112+00,KT-811,08:30:00,09:45:00,710003361,MBM,SE225,39-C,2024-10-20,,,false
126774,2024-10-20 13:00:26.791257+00,KT-811,12:15:00,13:30:00,710003414,MA,ENG101,43-B,2024-10-20,,,false
126775,2024-10-20 13:00:26.83466+00,KT-811,16:00:00,17:15:00,723500139,MAAA,SE211,36-I,2024-10-20,,,false
126776,2024-10-20 13:00:26.877322+00,KT-812,11:00:00,12:15:00,723500122,AG,SE221,40-B,2024-10-20,,,false
126777,2024-10-20 13:00:26.936239+00,KT-812,14:45:00,16:00:00,,SPP,SE131,41-I,2024-10-20,,,false
126778,2024-10-20 13:00:26.983874+00,KT-813--A,11:00:00,12:15:00,723500152,IAT,SE211,36-K,2024-10-20,,,false
126779,2024-10-20 13:00:27.025853+00,KT-813--A,14:45:00,16:00:00,710002797,NF,SE333,36-A,2024-10-20,,,false
126780,2024-10-20 13:00:27.115741+00,KT-921,09:45:00,11:00:00,721500459,MS,SE222,41-I,2024-10-20,,,false
126781,2024-10-20 13:00:27.174024+00,KT-921,13:30:00,14:45:00,723500103,NJM,SE312,39-D,2024-10-20,,,false
126782,2024-10-20 13:00:27.236647+00,KT-814--A,13:30:00,14:45:00,723500099,SS,SE122,42-K2,2024-10-20,,,false
126783,2024-10-20 13:00:27.318968+00,KT-814--B,11:00:00,12:15:00,724000019,AH,SE311,39-C,2024-10-20,,,false
126784,2024-10-20 13:00:27.387393+00,KT-611,08:30:00,09:45:00,710003067,RMS,SE111,43-A,2024-10-20,,,false
126785,2024-10-20 13:00:27.451275+00,KT-611,12:15:00,13:30:00,710003253,SP,SE213,42-A,2024-10-20,,,false
126786,2024-10-20 13:00:27.501042+00,KT-611,16:00:00,17:15:00,710003382,MMH,MAT102,42-C,2024-10-20,,,false
126787,2024-10-20 13:00:27.562838+00,KT-612,11:00:00,12:15:00,710000795,MKS,SE411,34-A,2024-10-20,,,false
126788,2024-10-20 13:00:27.610513+00,KT-612,14:45:00,16:00:00,710003251,BH,SE232,40-A,2024-10-20,,,false
126789,2024-10-20 13:00:27.708056+00,KT-711--A,09:45:00,11:00:00,723500157,MIM,SE113,43-O,2024-10-20,,,false
126790,2024-10-20 13:00:27.760043+00,KT-711--A,13:30:00,14:45:00,Required,MSI,BNS101,43-O,2024-10-20,,,false
126791,2024-10-20 13:00:27.815154+00,KT-712--A,08:30:00,09:45:00,710003363,AM,SE223,40-F,2024-10-20,,,false
126792,2024-10-20 13:00:27.861421+00,KT-712--A,12:15:00,13:30:00,723500132,FRR,SE212,42-F,2024-10-20,,,false
126793,2024-10-20 13:00:27.920266+00,KT-712--A,16:00:00,17:15:00,723500132,FRR,SE212,42-K,2024-10-20,,,false
126794,2024-10-20 13:00:27.966422+00,KT-713,11:00:00,12:15:00,723500140,AD,SE311,38-A,2024-10-20,,,false
126795,2024-10-20 13:00:28.024082+00,KT-713,14:45:00,16:00:00,721000152,SSS,GE324,39-C,2024-10-20,,,false
126796,2024-10-20 13:00:28.114455+00,KT-712--B,09:45:00,11:00:00,723500136,MAH,BNS101,41-L,2024-10-20,,,false
126797,2024-10-20 13:00:28.174012+00,KT-913,09:45:00,11:00:00,,SSP,SE131,41-G,2024-10-20,,,false
126798,2024-10-20 13:00:28.221711+00,KT-913,13:30:00,14:45:00,723500152,IAT,SE214,40-H,2024-10-20,,,false
126799,2024-10-20 13:00:28.271609+00,KT-914,08:30:00,09:45:00,710002365,AST,STA101,41-C,2024-10-20,,,false
126800,2024-10-20 13:00:28.31206+00,KT-914,12:15:00,13:30:00,710002090,AHN,SE221,40-H,2024-10-20,,,false
126801,2024-10-20 13:00:28.391269+00,KT-914,16:00:00,17:15:00,723500118,SD,SE211,36-G,2024-10-20,,,false
126802,2024-10-20 13:00:28.482654+00,KT-701--B,11:00:00,12:15:00,710002891,NIR,SE213,42-F,2024-10-20,,,false
126803,2024-10-20 13:00:28.556994+00,KT-701--B,14:45:00,16:00:00,710003382,MMH,MAT102,42-E,2024-10-20,,,false
126804,2024-10-20 13:00:28.626858+00,KT-610,09:45:00,11:00:00,710000934,IM,SE112,43-A1,2024-10-20,,,false
126805,2024-10-20 13:00:28.691534+00,KT-601,11:00:00,12:15:00,723500137,RT,SE133,41-I1,2024-10-20,,,false
126806,2024-10-20 13:00:28.740852+00,KT-601,14:45:00,16:00:00,710003256,MTM,SE133,41-E1,2024-10-20,,,false
